min,max,sum,mean,std
709.0000000000003,1262.1111111111115,29588.666666666668,986.2888888888889,154.95531706935978
709.0000000000003,1136.4444444444448,26663.888888888887,888.7962962962962,102.02132869609336
551.3333333333334,1074.0,24727.222222222226,824.2407407407409,121.0797005932357
551.3333333333334,946.0,23287.444444444445,776.2481481481482,102.00076931580021
577.8888888888888,965.0,21991.777777777785,733.0592592592595,98.50579867761017
514.6666666666665,828.6666666666665,20367.333333333336,678.9111111111112,82.34418082187925
503.22222222222206,839.3333333333337,19097.55555555555,636.5851851851851,85.84763962440054
384.3333333333333,740.222222222222,17702.666666666668,590.088888888889,84.13209484326454
372.88888888888886,705.888888888889,16459.22222222222,548.6407407407406,78.86647925493186
340.8888888888887,674.6666666666665,15863.777777777772,528.7925925925924,75.50416407634049
308.88888888888886,653.3333333333333,15034.44444444444,501.148148148148,81.65273921720889
308.88888888888886,567.2222222222223,13481.888888888889,449.39629629629627,54.36897023628627
308.88888888888886,547.4444444444443,12644.222222222223,421.4740740740741,59.387483497443476
308.88888888888886,514.6666666666665,11921.999999999998,397.3999999999999,58.15472904492004
276.88888888888886,483.4444444444444,11112.666666666666,370.4222222222222,58.432687171147236
276.88888888888886,427.00000000000006,10012.999999999998,333.7666666666666,43.44211749001726
276.88888888888886,394.99999999999994,9418.555555555555,313.9518518518518,28.316286568828396
276.88888888888886,405.6666666666667,9151.11111111111,305.037037037037,30.83795872324781
266.2222222222222,321.1111111111109,8788.444444444443,292.9481481481481,15.302188803153376
266.2222222222222,320.3333333333333,8597.22222222222,286.574074074074,14.042354606977195
246.44444444444414,308.88888888888886,8307.666666666664,276.92222222222216,15.4160984212926
245.66666666666654,288.33333333333326,8022.7777777777765,267.42592592592587,12.406426163520763
245.66666666666654,308.8888888888887,7907.777777777776,263.5925925925925,14.348465550324
245.66666666666654,276.88888888888886,7677.777777777774,255.92592592592578,10.115234541110478
245.66666666666654,362.22222222222223,7743.333333333329,258.111111111111,26.386740653300265
245.66666666666654,321.11111111111103,7667.888888888887,255.59629629629623,14.066932398558846
245.66666666666654,266.2222222222222,7498.777777777774,249.9592592592591,6.335898332656251
234.99999999999977,267.77777777777766,7415.777777777774,247.19259259259246,5.403621201106552
234.99999999999977,256.33333333333326,7362.444444444442,245.41481481481472,3.3756491018337043
234.99999999999977,257.1111111111109,7299.222222222218,243.30740740740728,5.405658012300963
234.99999999999977,246.44444444444414,7232.888888888885,241.09629629629617,5.334392898864099
234.99999999999977,245.66666666666654,7103.333333333329,236.77777777777766,3.975231959999665
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
